O*NET-SOC Code,Element Name,Data Value
39-3011.00,Oral Comprehension,3.75
39-3011.00,Written Comprehension,2.62
39-3011.00,Oral Expression,3.75
39-3011.00,Written Expression,2.25
39-3011.00,Fluency of Ideas,2.12
39-3011.00,Originality,2.12
39-3011.00,Problem Sensitivity,3.25
39-3011.00,Deductive Reasoning,3.12
39-3011.00,Inductive Reasoning,2.88
39-3011.00,Information Ordering,3.12
39-3011.00,Category Flexibility,2.75
39-3011.00,Mathematical Reasoning,2.88
39-3011.00,Number Facility,2.88
39-3011.00,Memorization,2.25
39-3011.00,Speed of Closure,2.75
39-3011.00,Flexibility of Closure,2.75
39-3011.00,Perceptual Speed,2.88
39-3011.00,Spatial Orientation,1.12
39-3011.00,Visualization,2.38
39-3011.00,Selective Attention,3
39-3011.00,Time Sharing,2.75
39-3011.00,Arm-Hand Steadiness,2.88
39-3011.00,Manual Dexterity,3
39-3011.00,Finger Dexterity,3.12
39-3011.00,Control Precision,2.12
39-3011.00,Multilimb Coordination,2.12
39-3011.00,Response Orientation,1.38
39-3011.00,Rate Control,1
39-3011.00,Reaction Time,1.25
39-3011.00,Wrist-Finger Speed,2
39-3011.00,Speed of Limb Movement,1.12
39-3011.00,Static Strength,1.88
39-3011.00,Explosive Strength,1.12
39-3011.00,Dynamic Strength,2
39-3011.00,Trunk Strength,2.75
39-3011.00,Stamina,2
39-3011.00,Extent Flexibility,2.12
39-3011.00,Dynamic Flexibility,1.38
39-3011.00,Gross Body Coordination,1.88
39-3011.00,Gross Body Equilibrium,1.75
39-3011.00,Near Vision,3.38
39-3011.00,Far Vision,2.88
39-3011.00,Visual Color Discrimination,2.62
39-3011.00,Night Vision,1
39-3011.00,Peripheral Vision,1.25
39-3011.00,Depth Perception,1.88
39-3011.00,Glare Sensitivity,1
39-3011.00,Hearing Sensitivity,1.88
39-3011.00,Auditory Attention,2.62
39-3011.00,Sound Localization,1.12
39-3011.00,Speech Recognition,3.5
39-3011.00,Speech Clarity,3.5
39-3012.00,Oral Comprehension,4
39-3012.00,Written Comprehension,3
39-3012.00,Oral Expression,3.75
39-3012.00,Written Expression,3
39-3012.00,Fluency of Ideas,2.12
39-3012.00,Originality,2
39-3012.00,Problem Sensitivity,3.38
39-3012.00,Deductive Reasoning,3.12
39-3012.00,Inductive Reasoning,3
39-3012.00,Information Ordering,3.25
39-3012.00,Category Flexibility,2.62
39-3012.00,Mathematical Reasoning,3
39-3012.00,Number Facility,3
39-3012.00,Memorization,2.25
39-3012.00,Speed of Closure,2.38
39-3012.00,Flexibility of Closure,2.38
39-3012.00,Perceptual Speed,2.75
39-3012.00,Spatial Orientation,1.12
39-3012.00,Visualization,2
39-3012.00,Selective Attention,2.88
39-3012.00,Time Sharing,2.88
39-3012.00,Arm-Hand Steadiness,2.38
39-3012.00,Manual Dexterity,2.62
39-3012.00,Finger Dexterity,2.75
39-3012.00,Control Precision,1.88
39-3012.00,Multilimb Coordination,2
39-3012.00,Response Orientation,1.25
39-3012.00,Rate Control,2
39-3012.00,Reaction Time,2
39-3012.00,Wrist-Finger Speed,1.25
39-3012.00,Speed of Limb Movement,2
39-3012.00,Static Strength,1.5
39-3012.00,Explosive Strength,1
39-3012.00,Dynamic Strength,1.38
39-3012.00,Trunk Strength,2.25
39-3012.00,Stamina,2.12
39-3012.00,Extent Flexibility,1.5
39-3012.00,Dynamic Flexibility,1.12
39-3012.00,Gross Body Coordination,1.75
39-3012.00,Gross Body Equilibrium,1
39-3012.00,Near Vision,3.62
39-3012.00,Far Vision,3.12
39-3012.00,Visual Color Discrimination,2.38
39-3012.00,Night Vision,1
39-3012.00,Peripheral Vision,1.12
39-3012.00,Depth Perception,2
39-3012.00,Glare Sensitivity,1
39-3012.00,Hearing Sensitivity,1.88
39-3012.00,Auditory Attention,2.25
39-3012.00,Sound Localization,1
39-3012.00,Speech Recognition,3.38
39-3012.00,Speech Clarity,3.38
39-3021.00,Oral Comprehension,3.25
39-3021.00,Written Comprehension,2.88
39-3021.00,Oral Expression,3.25
39-3021.00,Written Expression,2.63
39-3021.00,Fluency of Ideas,2.13
39-3021.00,Originality,2.25
39-3021.00,Problem Sensitivity,3.38
39-3021.00,Deductive Reasoning,2.88
39-3021.00,Inductive Reasoning,2.88
39-3021.00,Information Ordering,3.13
39-3021.00,Category Flexibility,2.75
39-3021.00,Mathematical Reasoning,1.25
39-3021.00,Number Facility,1.5
39-3021.00,Memorization,1.75
39-3021.00,Speed of Closure,2.13
39-3021.00,Flexibility of Closure,2.75
39-3021.00,Perceptual Speed,2.63
39-3021.00,Spatial Orientation,1.88
39-3021.00,Visualization,2.63
39-3021.00,Selective Attention,2.75
39-3021.00,Time Sharing,2.63
39-3021.00,Arm-Hand Steadiness,3
39-3021.00,Manual Dexterity,3.13
39-3021.00,Finger Dexterity,2.88
39-3021.00,Control Precision,3.13
39-3021.00,Multilimb Coordination,2.75
39-3021.00,Response Orientation,2
39-3021.00,Rate Control,2.63
39-3021.00,Reaction Time,3
39-3021.00,Wrist-Finger Speed,1.88
39-3021.00,Speed of Limb Movement,1.75
39-3021.00,Static Strength,2.13
39-3021.00,Explosive Strength,1
39-3021.00,Dynamic Strength,1.5
39-3021.00,Trunk Strength,2
39-3021.00,Stamina,1.75
39-3021.00,Extent Flexibility,1.75
39-3021.00,Dynamic Flexibility,1
39-3021.00,Gross Body Coordination,1.75
39-3021.00,Gross Body Equilibrium,1.38
39-3021.00,Near Vision,3.63
39-3021.00,Far Vision,3.63
39-3021.00,Visual Color Discrimination,3
39-3021.00,Night Vision,2.25
39-3021.00,Peripheral Vision,1.63
39-3021.00,Depth Perception,2.38
39-3021.00,Glare Sensitivity,2.13
39-3021.00,Hearing Sensitivity,3
39-3021.00,Auditory Attention,2.75
39-3021.00,Sound Localization,2.13
39-3021.00,Speech Recognition,3
39-3021.00,Speech Clarity,3
39-3031.00,Oral Comprehension,3.25
39-3031.00,Written Comprehension,2.88
39-3031.00,Oral Expression,3.25
39-3031.00,Written Expression,2.25
39-3031.00,Fluency of Ideas,2.25
39-3031.00,Originality,2.25
39-3031.00,Problem Sensitivity,3
39-3031.00,Deductive Reasoning,2.88
39-3031.00,Inductive Reasoning,2.75
39-3031.00,Information Ordering,2.75
39-3031.00,Category Flexibility,2.5
39-3031.00,Mathematical Reasoning,1.88
39-3031.00,Number Facility,1.88
39-3031.00,Memorization,2.12
39-3031.00,Speed of Closure,2.12
39-3031.00,Flexibility of Closure,2.5
39-3031.00,Perceptual Speed,2.62
39-3031.00,Spatial Orientation,1.5
39-3031.00,Visualization,2
39-3031.00,Selective Attention,2.88
39-3031.00,Time Sharing,2.5
39-3031.00,Arm-Hand Steadiness,2.25
39-3031.00,Manual Dexterity,2.5
39-3031.00,Finger Dexterity,2.5
39-3031.00,Control Precision,2
39-3031.00,Multilimb Coordination,2
39-3031.00,Response Orientation,1.5
39-3031.00,Rate Control,1.62
39-3031.00,Reaction Time,1.62
39-3031.00,Wrist-Finger Speed,1.62
39-3031.00,Speed of Limb Movement,1.38
39-3031.00,Static Strength,2.12
39-3031.00,Explosive Strength,1.38
39-3031.00,Dynamic Strength,2
39-3031.00,Trunk Strength,2.62
39-3031.00,Stamina,2.12
39-3031.00,Extent Flexibility,2
39-3031.00,Dynamic Flexibility,1
39-3031.00,Gross Body Coordination,2
39-3031.00,Gross Body Equilibrium,2
39-3031.00,Near Vision,3.12
39-3031.00,Far Vision,2.75
39-3031.00,Visual Color Discrimination,2.5
39-3031.00,Night Vision,1.38
39-3031.00,Peripheral Vision,1.12
39-3031.00,Depth Perception,2
39-3031.00,Glare Sensitivity,1
39-3031.00,Hearing Sensitivity,2.12
39-3031.00,Auditory Attention,2.25
39-3031.00,Sound Localization,1
39-3031.00,Speech Recognition,3
39-3031.00,Speech Clarity,3.38
39-3091.00,Oral Comprehension,3.62
39-3091.00,Written Comprehension,2.62
39-3091.00,Oral Expression,3.88
39-3091.00,Written Expression,2.5
39-3091.00,Fluency of Ideas,2
39-3091.00,Originality,1.88
39-3091.00,Problem Sensitivity,3.5
39-3091.00,Deductive Reasoning,3
39-3091.00,Inductive Reasoning,2.75
39-3091.00,Information Ordering,2.62
39-3091.00,Category Flexibility,2.38
39-3091.00,Mathematical Reasoning,2
39-3091.00,Number Facility,1.88
39-3091.00,Memorization,2
39-3091.00,Speed of Closure,1.88
39-3091.00,Flexibility of Closure,2.12
39-3091.00,Perceptual Speed,2.12
39-3091.00,Spatial Orientation,1.5
39-3091.00,Visualization,2
39-3091.00,Selective Attention,2.62
39-3091.00,Time Sharing,2.25
39-3091.00,Arm-Hand Steadiness,2.62
39-3091.00,Manual Dexterity,2.62
39-3091.00,Finger Dexterity,2.12
39-3091.00,Control Precision,2.62
39-3091.00,Multilimb Coordination,2.75
39-3091.00,Response Orientation,2.12
39-3091.00,Rate Control,1.88
39-3091.00,Reaction Time,2.12
39-3091.00,Wrist-Finger Speed,1.88
39-3091.00,Speed of Limb Movement,2
39-3091.00,Static Strength,2.25
39-3091.00,Explosive Strength,1.75
39-3091.00,Dynamic Strength,2
39-3091.00,Trunk Strength,2.62
39-3091.00,Stamina,2.12
39-3091.00,Extent Flexibility,2
39-3091.00,Dynamic Flexibility,1
39-3091.00,Gross Body Coordination,2
39-3091.00,Gross Body Equilibrium,1.88
39-3091.00,Near Vision,3
39-3091.00,Far Vision,2.75
39-3091.00,Visual Color Discrimination,1.75
39-3091.00,Night Vision,1.12
39-3091.00,Peripheral Vision,1.25
39-3091.00,Depth Perception,2
39-3091.00,Glare Sensitivity,1.88
39-3091.00,Hearing Sensitivity,1.88
39-3091.00,Auditory Attention,2.12
39-3091.00,Sound Localization,1.25
39-3091.00,Speech Recognition,3.5
39-3091.00,Speech Clarity,3.62
39-3092.00,Oral Comprehension,3.62
39-3092.00,Written Comprehension,3
39-3092.00,Oral Expression,3.62
39-3092.00,Written Expression,2.88
39-3092.00,Fluency of Ideas,3.12
39-3092.00,Originality,3
39-3092.00,Problem Sensitivity,3.25
39-3092.00,Deductive Reasoning,3
39-3092.00,Inductive Reasoning,3
39-3092.00,Information Ordering,3.12
39-3092.00,Category Flexibility,3.12
39-3092.00,Mathematical Reasoning,1.62
39-3092.00,Number Facility,1.75
39-3092.00,Memorization,1.62
39-3092.00,Speed of Closure,2
39-3092.00,Flexibility of Closure,2.5
39-3092.00,Perceptual Speed,2.25
39-3092.00,Spatial Orientation,1
39-3092.00,Visualization,2.5
39-3092.00,Selective Attention,3
39-3092.00,Time Sharing,2
39-3092.00,Arm-Hand Steadiness,3
39-3092.00,Manual Dexterity,2.88
39-3092.00,Finger Dexterity,3
39-3092.00,Control Precision,2.25
39-3092.00,Multilimb Coordination,2.25
39-3092.00,Response Orientation,1.5
39-3092.00,Rate Control,1.62
39-3092.00,Reaction Time,2
39-3092.00,Wrist-Finger Speed,2
39-3092.00,Speed of Limb Movement,1.38
39-3092.00,Static Strength,2.25
39-3092.00,Explosive Strength,1.62
39-3092.00,Dynamic Strength,2.12
39-3092.00,Trunk Strength,2.38
39-3092.00,Stamina,2.12
39-3092.00,Extent Flexibility,2.25
39-3092.00,Dynamic Flexibility,1
39-3092.00,Gross Body Coordination,2
39-3092.00,Gross Body Equilibrium,1.88
39-3092.00,Near Vision,3.25
39-3092.00,Far Vision,2.5
39-3092.00,Visual Color Discrimination,2.75
39-3092.00,Night Vision,1
39-3092.00,Peripheral Vision,1
39-3092.00,Depth Perception,2
39-3092.00,Glare Sensitivity,1.5
39-3092.00,Hearing Sensitivity,2.12
39-3092.00,Auditory Attention,2.25
39-3092.00,Sound Localization,1
39-3092.00,Speech Recognition,3
39-3092.00,Speech Clarity,3.12
39-3093.00,Oral Comprehension,3.38
39-3093.00,Written Comprehension,2.75
39-3093.00,Oral Expression,3.25
39-3093.00,Written Expression,2.75
39-3093.00,Fluency of Ideas,2
39-3093.00,Originality,1.75
39-3093.00,Problem Sensitivity,2.88
39-3093.00,Deductive Reasoning,2.75
39-3093.00,Inductive Reasoning,2.62
39-3093.00,Information Ordering,2.75
39-3093.00,Category Flexibility,2
39-3093.00,Mathematical Reasoning,1.25
39-3093.00,Number Facility,1.38
39-3093.00,Memorization,1.62
39-3093.00,Speed of Closure,1.75
39-3093.00,Flexibility of Closure,1.75
39-3093.00,Perceptual Speed,1.75
39-3093.00,Spatial Orientation,1.12
39-3093.00,Visualization,1.5
39-3093.00,Selective Attention,2.25
39-3093.00,Time Sharing,2
39-3093.00,Arm-Hand Steadiness,2.12
39-3093.00,Manual Dexterity,2
39-3093.00,Finger Dexterity,2
39-3093.00,Control Precision,2
39-3093.00,Multilimb Coordination,2
39-3093.00,Response Orientation,1
39-3093.00,Rate Control,1
39-3093.00,Reaction Time,1
39-3093.00,Wrist-Finger Speed,1
39-3093.00,Speed of Limb Movement,1.5
39-3093.00,Static Strength,2
39-3093.00,Explosive Strength,1
39-3093.00,Dynamic Strength,1.5
39-3093.00,Trunk Strength,2.88
39-3093.00,Stamina,2.12
39-3093.00,Extent Flexibility,2.25
39-3093.00,Dynamic Flexibility,1
39-3093.00,Gross Body Coordination,2
39-3093.00,Gross Body Equilibrium,1.88
39-3093.00,Near Vision,2.88
39-3093.00,Far Vision,2.12
39-3093.00,Visual Color Discrimination,2
39-3093.00,Night Vision,1
39-3093.00,Peripheral Vision,1
39-3093.00,Depth Perception,1
39-3093.00,Glare Sensitivity,1
39-3093.00,Hearing Sensitivity,1.25
39-3093.00,Auditory Attention,1.5
39-3093.00,Sound Localization,1
39-3093.00,Speech Recognition,3.5
39-3093.00,Speech Clarity,3.38
39-4011.00,Oral Comprehension,3.62
39-4011.00,Written Comprehension,3
39-4011.00,Oral Expression,3.38
39-4011.00,Written Expression,2.88
39-4011.00,Fluency of Ideas,2.5
39-4011.00,Originality,2.25
39-4011.00,Problem Sensitivity,3.75
39-4011.00,Deductive Reasoning,3.38
39-4011.00,Inductive Reasoning,3.12
39-4011.00,Information Ordering,3.12
39-4011.00,Category Flexibility,2.75
39-4011.00,Mathematical Reasoning,2
39-4011.00,Number Facility,2
39-4011.00,Memorization,2.12
39-4011.00,Speed of Closure,2
39-4011.00,Flexibility of Closure,2.62
39-4011.00,Perceptual Speed,2.12
39-4011.00,Spatial Orientation,1.62
39-4011.00,Visualization,3.12
39-4011.00,Selective Attention,2.62
39-4011.00,Time Sharing,2.12
39-4011.00,Arm-Hand Steadiness,3.25
39-4011.00,Manual Dexterity,3.38
39-4011.00,Finger Dexterity,3.25
39-4011.00,Control Precision,2.75
39-4011.00,Multilimb Coordination,2.88
39-4011.00,Response Orientation,1.75
39-4011.00,Rate Control,1.75
39-4011.00,Reaction Time,1.75
39-4011.00,Wrist-Finger Speed,2
39-4011.00,Speed of Limb Movement,1.75
39-4011.00,Static Strength,2.88
39-4011.00,Explosive Strength,1.12
39-4011.00,Dynamic Strength,1.88
39-4011.00,Trunk Strength,2.88
39-4011.00,Stamina,2
39-4011.00,Extent Flexibility,1.88
39-4011.00,Dynamic Flexibility,1
39-4011.00,Gross Body Coordination,1.88
39-4011.00,Gross Body Equilibrium,1.62
39-4011.00,Near Vision,3.75
39-4011.00,Far Vision,2.5
39-4011.00,Visual Color Discrimination,3
39-4011.00,Night Vision,1.62
39-4011.00,Peripheral Vision,1.62
39-4011.00,Depth Perception,2.62
39-4011.00,Glare Sensitivity,1.62
39-4011.00,Hearing Sensitivity,1.88
39-4011.00,Auditory Attention,1.75
39-4011.00,Sound Localization,1.62
39-4011.00,Speech Recognition,3.12
39-4011.00,Speech Clarity,3
39-4021.00,Oral Comprehension,3.38
39-4021.00,Written Comprehension,3
39-4021.00,Oral Expression,3.38
39-4021.00,Written Expression,2.62
39-4021.00,Fluency of Ideas,2.12
39-4021.00,Originality,2.12
39-4021.00,Problem Sensitivity,3
39-4021.00,Deductive Reasoning,2.88
39-4021.00,Inductive Reasoning,2.75
39-4021.00,Information Ordering,2.75
39-4021.00,Category Flexibility,2.25
39-4021.00,Mathematical Reasoning,1.88
39-4021.00,Number Facility,1.88
39-4021.00,Memorization,2
39-4021.00,Speed of Closure,1.75
39-4021.00,Flexibility of Closure,1.88
39-4021.00,Perceptual Speed,1.88
39-4021.00,Spatial Orientation,2
39-4021.00,Visualization,2.25
39-4021.00,Selective Attention,2.38
39-4021.00,Time Sharing,2.25
39-4021.00,Arm-Hand Steadiness,2.25
39-4021.00,Manual Dexterity,2
39-4021.00,Finger Dexterity,1.88
39-4021.00,Control Precision,2
39-4021.00,Multilimb Coordination,2.5
39-4021.00,Response Orientation,1.62
39-4021.00,Rate Control,1.75
39-4021.00,Reaction Time,1.75
39-4021.00,Wrist-Finger Speed,1.12
39-4021.00,Speed of Limb Movement,1.88
39-4021.00,Static Strength,3
39-4021.00,Explosive Strength,1
39-4021.00,Dynamic Strength,2.12
39-4021.00,Trunk Strength,2.62
39-4021.00,Stamina,2.12
39-4021.00,Extent Flexibility,1.88
39-4021.00,Dynamic Flexibility,1
39-4021.00,Gross Body Coordination,2.12
39-4021.00,Gross Body Equilibrium,1.5
39-4021.00,Near Vision,3
39-4021.00,Far Vision,2.5
39-4021.00,Visual Color Discrimination,2
39-4021.00,Night Vision,1.62
39-4021.00,Peripheral Vision,1.5
39-4021.00,Depth Perception,2.12
39-4021.00,Glare Sensitivity,1.62
39-4021.00,Hearing Sensitivity,1.62
39-4021.00,Auditory Attention,1.75
39-4021.00,Sound Localization,1.62
39-4021.00,Speech Recognition,3.12
39-4021.00,Speech Clarity,3.12
39-4031.00,Oral Comprehension,3.88
39-4031.00,Written Comprehension,3.12
39-4031.00,Oral Expression,4
39-4031.00,Written Expression,3.12
39-4031.00,Fluency of Ideas,3
39-4031.00,Originality,3
39-4031.00,Problem Sensitivity,3.62
39-4031.00,Deductive Reasoning,3.12
39-4031.00,Inductive Reasoning,3
39-4031.00,Information Ordering,3.12
39-4031.00,Category Flexibility,3
39-4031.00,Mathematical Reasoning,2.62
39-4031.00,Number Facility,2.75
39-4031.00,Memorization,2.12
39-4031.00,Speed of Closure,2.12
39-4031.00,Flexibility of Closure,2.88
39-4031.00,Perceptual Speed,2.12
39-4031.00,Spatial Orientation,2.12
39-4031.00,Visualization,2.75
39-4031.00,Selective Attention,3
39-4031.00,Time Sharing,3
39-4031.00,Arm-Hand Steadiness,2.88
39-4031.00,Manual Dexterity,2.62
39-4031.00,Finger Dexterity,2.62
39-4031.00,Control Precision,2.88
39-4031.00,Multilimb Coordination,2.75
39-4031.00,Response Orientation,2
39-4031.00,Rate Control,2
39-4031.00,Reaction Time,2
39-4031.00,Wrist-Finger Speed,2
39-4031.00,Speed of Limb Movement,1.62
39-4031.00,Static Strength,2.62
39-4031.00,Explosive Strength,1.25
39-4031.00,Dynamic Strength,2
39-4031.00,Trunk Strength,2.25
39-4031.00,Stamina,2
39-4031.00,Extent Flexibility,2
39-4031.00,Dynamic Flexibility,1
39-4031.00,Gross Body Coordination,2
39-4031.00,Gross Body Equilibrium,2
39-4031.00,Near Vision,3
39-4031.00,Far Vision,2.88
39-4031.00,Visual Color Discrimination,2.12
39-4031.00,Night Vision,1.88
39-4031.00,Peripheral Vision,1.88
39-4031.00,Depth Perception,2.38
39-4031.00,Glare Sensitivity,2
39-4031.00,Hearing Sensitivity,2.12
39-4031.00,Auditory Attention,2.25
39-4031.00,Sound Localization,2
39-4031.00,Speech Recognition,3.75
39-4031.00,Speech Clarity,3.88
39-5011.00,Oral Comprehension,3.62
39-5011.00,Written Comprehension,2.75
39-5011.00,Oral Expression,3.25
39-5011.00,Written Expression,2.25
39-5011.00,Fluency of Ideas,2.75
39-5011.00,Originality,2.5
39-5011.00,Problem Sensitivity,3
39-5011.00,Deductive Reasoning,2.88
39-5011.00,Inductive Reasoning,2.75
39-5011.00,Information Ordering,2.75
39-5011.00,Category Flexibility,2.25
39-5011.00,Mathematical Reasoning,1.75
39-5011.00,Number Facility,1.88
39-5011.00,Memorization,2
39-5011.00,Speed of Closure,1.88
39-5011.00,Flexibility of Closure,2
39-5011.00,Perceptual Speed,2
39-5011.00,Spatial Orientation,1
39-5011.00,Visualization,3
39-5011.00,Selective Attention,3.12
39-5011.00,Time Sharing,2.75
39-5011.00,Arm-Hand Steadiness,3.88
39-5011.00,Manual Dexterity,3.38
39-5011.00,Finger Dexterity,3.38
39-5011.00,Control Precision,3
39-5011.00,Multilimb Coordination,2.38
39-5011.00,Response Orientation,1.25
39-5011.00,Rate Control,1.38
39-5011.00,Reaction Time,1.5
39-5011.00,Wrist-Finger Speed,2.25
39-5011.00,Speed of Limb Movement,1
39-5011.00,Static Strength,1.88
39-5011.00,Explosive Strength,1.25
39-5011.00,Dynamic Strength,2.25
39-5011.00,Trunk Strength,3
39-5011.00,Stamina,2.12
39-5011.00,Extent Flexibility,2.25
39-5011.00,Dynamic Flexibility,1.12
39-5011.00,Gross Body Coordination,1.62
39-5011.00,Gross Body Equilibrium,1.62
39-5011.00,Near Vision,3.62
39-5011.00,Far Vision,2.12
39-5011.00,Visual Color Discrimination,2.5
39-5011.00,Night Vision,1
39-5011.00,Peripheral Vision,1
39-5011.00,Depth Perception,2.12
39-5011.00,Glare Sensitivity,1
39-5011.00,Hearing Sensitivity,1.75
39-5011.00,Auditory Attention,2
39-5011.00,Sound Localization,1
39-5011.00,Speech Recognition,3.25
39-5011.00,Speech Clarity,3.12
39-5012.00,Oral Comprehension,3.75
39-5012.00,Written Comprehension,3
39-5012.00,Oral Expression,3.75
39-5012.00,Written Expression,2.88
39-5012.00,Fluency of Ideas,3.25
39-5012.00,Originality,3.75
39-5012.00,Problem Sensitivity,3.12
39-5012.00,Deductive Reasoning,3
39-5012.00,Inductive Reasoning,3
39-5012.00,Information Ordering,3
39-5012.00,Category Flexibility,3
39-5012.00,Mathematical Reasoning,2.38
39-5012.00,Number Facility,2.12
39-5012.00,Memorization,2
39-5012.00,Speed of Closure,2.5
39-5012.00,Flexibility of Closure,2.88
39-5012.00,Perceptual Speed,2.62
39-5012.00,Spatial Orientation,1
39-5012.00,Visualization,3.5
39-5012.00,Selective Attention,3
39-5012.00,Time Sharing,2.88
39-5012.00,Arm-Hand Steadiness,3.88
39-5012.00,Manual Dexterity,3.88
39-5012.00,Finger Dexterity,3.88
39-5012.00,Control Precision,2.88
39-5012.00,Multilimb Coordination,2.88
39-5012.00,Response Orientation,1
39-5012.00,Rate Control,1
39-5012.00,Reaction Time,1
39-5012.00,Wrist-Finger Speed,2
39-5012.00,Speed of Limb Movement,1
39-5012.00,Static Strength,2
39-5012.00,Explosive Strength,1.38
39-5012.00,Dynamic Strength,2.25
39-5012.00,Trunk Strength,2.88
39-5012.00,Stamina,2.12
39-5012.00,Extent Flexibility,2.75
39-5012.00,Dynamic Flexibility,1.12
39-5012.00,Gross Body Coordination,1.88
39-5012.00,Gross Body Equilibrium,1.62
39-5012.00,Near Vision,4
39-5012.00,Far Vision,2.38
39-5012.00,Visual Color Discrimination,3.12
39-5012.00,Night Vision,1
39-5012.00,Peripheral Vision,1
39-5012.00,Depth Perception,2
39-5012.00,Glare Sensitivity,1
39-5012.00,Hearing Sensitivity,2
39-5012.00,Auditory Attention,2.25
39-5012.00,Sound Localization,1
39-5012.00,Speech Recognition,3.62
39-5012.00,Speech Clarity,3.25
39-5091.00,Oral Comprehension,3.75
39-5091.00,Written Comprehension,3.12
39-5091.00,Oral Expression,3.75
39-5091.00,Written Expression,3
39-5091.00,Fluency of Ideas,3.12
39-5091.00,Originality,3.38
39-5091.00,Problem Sensitivity,3.12
39-5091.00,Deductive Reasoning,3.25
39-5091.00,Inductive Reasoning,3.12
39-5091.00,Information Ordering,3.12
39-5091.00,Category Flexibility,3.25
39-5091.00,Mathematical Reasoning,2.12
39-5091.00,Number Facility,2.12
39-5091.00,Memorization,2.12
39-5091.00,Speed of Closure,2.5
39-5091.00,Flexibility of Closure,2.75
39-5091.00,Perceptual Speed,2.75
39-5091.00,Spatial Orientation,1.12
39-5091.00,Visualization,3.25
39-5091.00,Selective Attention,3.12
39-5091.00,Time Sharing,2.25
39-5091.00,Arm-Hand Steadiness,3.75
39-5091.00,Manual Dexterity,3.75
39-5091.00,Finger Dexterity,3.62
39-5091.00,Control Precision,2.38
39-5091.00,Multilimb Coordination,2.5
39-5091.00,Response Orientation,1
39-5091.00,Rate Control,1
39-5091.00,Reaction Time,1
39-5091.00,Wrist-Finger Speed,2
39-5091.00,Speed of Limb Movement,1.75
39-5091.00,Static Strength,2.12
39-5091.00,Explosive Strength,1.12
39-5091.00,Dynamic Strength,2.12
39-5091.00,Trunk Strength,2.62
39-5091.00,Stamina,2
39-5091.00,Extent Flexibility,2.38
39-5091.00,Dynamic Flexibility,1.12
39-5091.00,Gross Body Coordination,1.88
39-5091.00,Gross Body Equilibrium,1.75
39-5091.00,Near Vision,3.88
39-5091.00,Far Vision,3.12
39-5091.00,Visual Color Discrimination,3.62
39-5091.00,Night Vision,1.12
39-5091.00,Peripheral Vision,1
39-5091.00,Depth Perception,2.12
39-5091.00,Glare Sensitivity,1.75
39-5091.00,Hearing Sensitivity,1.75
39-5091.00,Auditory Attention,2.38
39-5091.00,Sound Localization,1
39-5091.00,Speech Recognition,3.38
39-5091.00,Speech Clarity,3.25
39-5092.00,Oral Comprehension,2.88
39-5092.00,Written Comprehension,2.5
39-5092.00,Oral Expression,3
39-5092.00,Written Expression,2.12
39-5092.00,Fluency of Ideas,2.25
39-5092.00,Originality,2.62
39-5092.00,Problem Sensitivity,2.75
39-5092.00,Deductive Reasoning,2.5
39-5092.00,Inductive Reasoning,2.62
39-5092.00,Information Ordering,2.62
39-5092.00,Category Flexibility,2.5
39-5092.00,Mathematical Reasoning,1.38
39-5092.00,Number Facility,1.75
39-5092.00,Memorization,1.75
39-5092.00,Speed of Closure,2
39-5092.00,Flexibility of Closure,2.12
39-5092.00,Perceptual Speed,2
39-5092.00,Spatial Orientation,1
39-5092.00,Visualization,2.5
39-5092.00,Selective Attention,2.88
39-5092.00,Time Sharing,2.62
39-5092.00,Arm-Hand Steadiness,3.12
39-5092.00,Manual Dexterity,3
39-5092.00,Finger Dexterity,3.12
39-5092.00,Control Precision,2.88
39-5092.00,Multilimb Coordination,2.25
39-5092.00,Response Orientation,1.12
39-5092.00,Rate Control,1.25
39-5092.00,Reaction Time,1.12
39-5092.00,Wrist-Finger Speed,1.38
39-5092.00,Speed of Limb Movement,1
39-5092.00,Static Strength,1.38
39-5092.00,Explosive Strength,1
39-5092.00,Dynamic Strength,1.5
39-5092.00,Trunk Strength,1.5
39-5092.00,Stamina,1.12
39-5092.00,Extent Flexibility,1
39-5092.00,Dynamic Flexibility,1
39-5092.00,Gross Body Coordination,1
39-5092.00,Gross Body Equilibrium,1
39-5092.00,Near Vision,3.5
39-5092.00,Far Vision,2.38
39-5092.00,Visual Color Discrimination,2.75
39-5092.00,Night Vision,1
39-5092.00,Peripheral Vision,1
39-5092.00,Depth Perception,1.62
39-5092.00,Glare Sensitivity,1
39-5092.00,Hearing Sensitivity,2
39-5092.00,Auditory Attention,2
39-5092.00,Sound Localization,1
39-5092.00,Speech Recognition,3
39-5092.00,Speech Clarity,2.88
39-5093.00,Oral Comprehension,3.62
39-5093.00,Written Comprehension,2.62
39-5093.00,Oral Expression,3.38
39-5093.00,Written Expression,2.5
39-5093.00,Fluency of Ideas,1.88
39-5093.00,Originality,2
39-5093.00,Problem Sensitivity,2.75
39-5093.00,Deductive Reasoning,2.75
39-5093.00,Inductive Reasoning,2.62
39-5093.00,Information Ordering,2.62
39-5093.00,Category Flexibility,2.5
39-5093.00,Mathematical Reasoning,1.62
39-5093.00,Number Facility,1.62
39-5093.00,Memorization,1.62
39-5093.00,Speed of Closure,1.75
39-5093.00,Flexibility of Closure,2.25
39-5093.00,Perceptual Speed,1.88
39-5093.00,Spatial Orientation,1
