O*NET-SOC Code,Element Name,Data Value
29-1125.00,Transportation,2.12
29-1125.01,Administration and Management,2.29
29-1125.01,Clerical,2.68
29-1125.01,Economics and Accounting,1.67
29-1125.01,Sales and Marketing,1.9
29-1125.01,Customer and Personal Service,4.14
29-1125.01,Personnel and Human Resources,2.14
29-1125.01,Production and Processing,1.33
29-1125.01,Food Production,1
29-1125.01,Computers and Electronics,2.24
29-1125.01,Engineering and Technology,1.24
29-1125.01,Design,1.95
29-1125.01,Building and Construction,1.24
29-1125.01,Mechanical,1.62
29-1125.01,Mathematics,1.62
29-1125.01,Physics,1.24
29-1125.01,Chemistry,1.57
29-1125.01,Biology,1.62
29-1125.01,Psychology,4.86
29-1125.01,Sociology and Anthropology,3.38
29-1125.01,Geography,1.7
29-1125.01,Medicine and Dentistry,2.62
29-1125.01,Therapy and Counseling,4.86
29-1125.01,Education and Training,3.76
29-1125.01,English Language,3.95
29-1125.01,Foreign Language,1.76
29-1125.01,Fine Arts,4.24
29-1125.01,History and Archeology,1.86
29-1125.01,Philosophy and Theology,2.86
29-1125.01,Public Safety and Security,2.81
29-1125.01,Law and Government,2.8
29-1125.01,Telecommunications,1.9
29-1125.01,Communications and Media,2.5
29-1125.01,Transportation,1.62
29-1125.02,Administration and Management,2.46
29-1125.02,Clerical,2.96
29-1125.02,Economics and Accounting,1.93
29-1125.02,Sales and Marketing,2.32
29-1125.02,Customer and Personal Service,4.05
29-1125.02,Personnel and Human Resources,1.84
29-1125.02,Production and Processing,1.34
29-1125.02,Food Production,1.05
29-1125.02,Computers and Electronics,2.83
29-1125.02,Engineering and Technology,1.51
29-1125.02,Design,1.35
29-1125.02,Building and Construction,1.11
29-1125.02,Mechanical,1.46
29-1125.02,Mathematics,2.3
29-1125.02,Physics,1.4
29-1125.02,Chemistry,1.4
29-1125.02,Biology,2.23
29-1125.02,Psychology,4.81
29-1125.02,Sociology and Anthropology,3.77
29-1125.02,Geography,1.8
29-1125.02,Medicine and Dentistry,3.25
29-1125.02,Therapy and Counseling,4.79
29-1125.02,Education and Training,3.68
29-1125.02,English Language,4.07
29-1125.02,Foreign Language,2.12
29-1125.02,Fine Arts,4.7
29-1125.02,History and Archeology,1.93
29-1125.02,Philosophy and Theology,2.98
29-1125.02,Public Safety and Security,2.41
29-1125.02,Law and Government,2.36
29-1125.02,Telecommunications,1.86
29-1125.02,Communications and Media,2.65
29-1125.02,Transportation,1.84
29-1126.00,Administration and Management,2.17
29-1126.00,Clerical,2.31
29-1126.00,Economics and Accounting,1.56
29-1126.00,Sales and Marketing,1.51
29-1126.00,Customer and Personal Service,4.33
29-1126.00,Personnel and Human Resources,2.05
29-1126.00,Production and Processing,1.61
29-1126.00,Food Production,1.06
29-1126.00,Computers and Electronics,3.23
29-1126.00,Engineering and Technology,2.18
29-1126.00,Design,1.2
29-1126.00,Building and Construction,1.29
29-1126.00,Mechanical,2.33
29-1126.00,Mathematics,3.07
29-1126.00,Physics,2.88
29-1126.00,Chemistry,3.1
29-1126.00,Biology,3.25
29-1126.00,Psychology,3.42
29-1126.00,Sociology and Anthropology,2.61
29-1126.00,Geography,1.32
29-1126.00,Medicine and Dentistry,4.29
29-1126.00,Therapy and Counseling,2.92
29-1126.00,Education and Training,3.71
29-1126.00,English Language,3.9
29-1126.00,Foreign Language,1.99
29-1126.00,Fine Arts,1.06
29-1126.00,History and Archeology,1.21
29-1126.00,Philosophy and Theology,2.34
29-1126.00,Public Safety and Security,2.56
29-1126.00,Law and Government,2.73
29-1126.00,Telecommunications,1.95
29-1126.00,Communications and Media,2.33
29-1126.00,Transportation,1.46
29-1127.00,Administration and Management,2.53
29-1127.00,Clerical,2.95
29-1127.00,Economics and Accounting,1.4
29-1127.00,Sales and Marketing,1.49
29-1127.00,Customer and Personal Service,3.88
29-1127.00,Personnel and Human Resources,2.11
29-1127.00,Production and Processing,1.28
29-1127.00,Food Production,1.06
29-1127.00,Computers and Electronics,2.97
29-1127.00,Engineering and Technology,1.68
29-1127.00,Design,1.13
29-1127.00,Building and Construction,1.02
29-1127.00,Mechanical,1.35
29-1127.00,Mathematics,2.6
29-1127.00,Physics,1.47
29-1127.00,Chemistry,1.32
29-1127.00,Biology,2.02
29-1127.00,Psychology,3.96
29-1127.00,Sociology and Anthropology,2.82
29-1127.00,Geography,1.48
29-1127.00,Medicine and Dentistry,3.36
29-1127.00,Therapy and Counseling,3.7
29-1127.00,Education and Training,3.86
29-1127.00,English Language,4.76
29-1127.00,Foreign Language,2.84
29-1127.00,Fine Arts,1.14
29-1127.00,History and Archeology,1.58
29-1127.00,Philosophy and Theology,1.79
29-1127.00,Public Safety and Security,2.27
29-1127.00,Law and Government,1.91
29-1127.00,Telecommunications,1.55
29-1127.00,Communications and Media,2.62
29-1127.00,Transportation,1.23
29-1128.00,Administration and Management,2.82
29-1128.00,Clerical,3.04
29-1128.00,Economics and Accounting,2.25
29-1128.00,Sales and Marketing,3.11
29-1128.00,Customer and Personal Service,4.21
29-1128.00,Personnel and Human Resources,2.39
29-1128.00,Production and Processing,1.64
29-1128.00,Food Production,1.5
29-1128.00,Computers and Electronics,2.75
29-1128.00,Engineering and Technology,2.11
29-1128.00,Design,1.86
29-1128.00,Building and Construction,1.46
29-1128.00,Mechanical,2.18
29-1128.00,Mathematics,3.39
29-1128.00,Physics,2.57
29-1128.00,Chemistry,2.82
29-1128.00,Biology,3.96
29-1128.00,Psychology,3.82
29-1128.00,Sociology and Anthropology,2.75
29-1128.00,Geography,1.36
29-1128.00,Medicine and Dentistry,3.82
29-1128.00,Therapy and Counseling,3.5
29-1128.00,Education and Training,3.93
29-1128.00,English Language,3.96
29-1128.00,Foreign Language,1.82
29-1128.00,Fine Arts,1.46
29-1128.00,History and Archeology,1.61
29-1128.00,Philosophy and Theology,2
29-1128.00,Public Safety and Security,2.59
29-1128.00,Law and Government,2.32
29-1128.00,Telecommunications,2.25
29-1128.00,Communications and Media,2.75
29-1128.00,Transportation,1.57
29-1131.00,Administration and Management,3.37
29-1131.00,Clerical,2.77
29-1131.00,Economics and Accounting,2.56
29-1131.00,Sales and Marketing,3.15
29-1131.00,Customer and Personal Service,4.37
29-1131.00,Personnel and Human Resources,2.85
29-1131.00,Production and Processing,1.67
29-1131.00,Food Production,1.6
29-1131.00,Computers and Electronics,2.87
29-1131.00,Engineering and Technology,1.66
29-1131.00,Design,1.58
29-1131.00,Building and Construction,1.38
29-1131.00,Mechanical,1.89
29-1131.00,Mathematics,3.54
29-1131.00,Physics,2.04
29-1131.00,Chemistry,3.22
29-1131.00,Biology,4.53
29-1131.00,Psychology,2.86
29-1131.00,Sociology and Anthropology,1.87
29-1131.00,Geography,1.91
29-1131.00,Medicine and Dentistry,4.7
29-1131.00,Therapy and Counseling,2.6
29-1131.00,Education and Training,2.48
29-1131.00,English Language,4.15
29-1131.00,Foreign Language,1.76
29-1131.00,Fine Arts,1.21
29-1131.00,History and Archeology,1.2
29-1131.00,Philosophy and Theology,1.35
29-1131.00,Public Safety and Security,2.71
29-1131.00,Law and Government,2.44
29-1131.00,Telecommunications,2.01
29-1131.00,Communications and Media,2.27
29-1131.00,Transportation,1.64
29-1141.00,Administration and Management,2.75
29-1141.00,Clerical,2.75
29-1141.00,Economics and Accounting,1.77
29-1141.00,Sales and Marketing,1.87
29-1141.00,Customer and Personal Service,4.31
29-1141.00,Personnel and Human Resources,2.46
29-1141.00,Production and Processing,1.65
29-1141.00,Food Production,1.7
29-1141.00,Computers and Electronics,3.09
29-1141.00,Engineering and Technology,1.43
29-1141.00,Design,1.12
29-1141.00,Building and Construction,1
29-1141.00,Mechanical,1.5
29-1141.00,Mathematics,3.24
29-1141.00,Physics,1.46
29-1141.00,Chemistry,2.68
29-1141.00,Biology,3.14
29-1141.00,Psychology,4.18
29-1141.00,Sociology and Anthropology,3.13
29-1141.00,Geography,1.31
29-1141.00,Medicine and Dentistry,4.43
29-1141.00,Therapy and Counseling,3.88
29-1141.00,Education and Training,3.86
29-1141.00,English Language,4.04
29-1141.00,Foreign Language,2.29
29-1141.00,Fine Arts,1.11
29-1141.00,History and Archeology,1.26
29-1141.00,Philosophy and Theology,2.37
29-1141.00,Public Safety and Security,2.94
29-1141.00,Law and Government,2.66
29-1141.00,Telecommunications,1.84
29-1141.00,Communications and Media,2.44
29-1141.00,Transportation,1.62
29-1141.01,Administration and Management,2.89
29-1141.01,Clerical,2.68
29-1141.01,Economics and Accounting,1.68
29-1141.01,Sales and Marketing,1.79
29-1141.01,Customer and Personal Service,4.36
29-1141.01,Personnel and Human Resources,2.41
29-1141.01,Production and Processing,1.75
29-1141.01,Food Production,1.25
29-1141.01,Computers and Electronics,2.61
29-1141.01,Engineering and Technology,1.68
29-1141.01,Design,1.36
29-1141.01,Building and Construction,1.18
29-1141.01,Mechanical,1.68
29-1141.01,Mathematics,3.39
29-1141.01,Physics,2.04
29-1141.01,Chemistry,2.71
29-1141.01,Biology,3.32
29-1141.01,Psychology,4.07
29-1141.01,Sociology and Anthropology,3.07
29-1141.01,Geography,1.39
29-1141.01,Medicine and Dentistry,4.64
29-1141.01,Therapy and Counseling,3.86
29-1141.01,Education and Training,4.14
29-1141.01,English Language,4.29
29-1141.01,Foreign Language,2.22
29-1141.01,Fine Arts,1.18
29-1141.01,History and Archeology,1.39
29-1141.01,Philosophy and Theology,2.59
29-1141.01,Public Safety and Security,2.96
29-1141.01,Law and Government,2.59
29-1141.01,Telecommunications,2.18
29-1141.01,Communications and Media,2.22
29-1141.01,Transportation,1.61
29-1141.02,Administration and Management,3.17
29-1141.02,Clerical,2.97
29-1141.02,Economics and Accounting,2.17
29-1141.02,Sales and Marketing,1.9
29-1141.02,Customer and Personal Service,3.97
29-1141.02,Personnel and Human Resources,2.83
29-1141.02,Production and Processing,1.72
29-1141.02,Food Production,1.24
29-1141.02,Computers and Electronics,3
29-1141.02,Engineering and Technology,1.46
29-1141.02,Design,1.28
29-1141.02,Building and Construction,1.14
29-1141.02,Mechanical,1.34
29-1141.02,Mathematics,2.9
29-1141.02,Physics,1.55
29-1141.02,Chemistry,2.97
29-1141.02,Biology,3.86
29-1141.02,Psychology,4.89
29-1141.02,Sociology and Anthropology,3.97
29-1141.02,Geography,1.62
29-1141.02,Medicine and Dentistry,4.24
29-1141.02,Therapy and Counseling,4.93
29-1141.02,Education and Training,4.07
29-1141.02,English Language,4.48
29-1141.02,Foreign Language,1.79
29-1141.02,Fine Arts,1.52
29-1141.02,History and Archeology,1.66
29-1141.02,Philosophy and Theology,3.21
29-1141.02,Public Safety and Security,3.03
29-1141.02,Law and Government,3.21
29-1141.02,Telecommunications,2.04
29-1141.02,Communications and Media,2.54
29-1141.02,Transportation,1.66
29-1141.03,Administration and Management,2.5
29-1141.03,Clerical,2.75
29-1141.03,Economics and Accounting,1.85
29-1141.03,Sales and Marketing,1.53
29-1141.03,Customer and Personal Service,3.9
29-1141.03,Personnel and Human Resources,2.4
29-1141.03,Production and Processing,1.95
29-1141.03,Food Production,1.45
29-1141.03,Computers and Electronics,3.1
29-1141.03,Engineering and Technology,1.75
29-1141.03,Design,1.35
29-1141.03,Building and Construction,1.32
29-1141.03,Mechanical,2.21
29-1141.03,Mathematics,3.45
29-1141.03,Physics,1.9
29-1141.03,Chemistry,3
29-1141.03,Biology,4.05
29-1141.03,Psychology,4.15
29-1141.03,Sociology and Anthropology,3.2
29-1141.03,Geography,1.4
29-1141.03,Medicine and Dentistry,4.5
29-1141.03,Therapy and Counseling,3.15
29-1141.03,Education and Training,3.8
29-1141.03,English Language,4
29-1141.03,Foreign Language,2.3
29-1141.03,Fine Arts,1.25
29-1141.03,History and Archeology,1.35
29-1141.03,Philosophy and Theology,2.63
29-1141.03,Public Safety and Security,2.9
29-1141.03,Law and Government,2.35
29-1141.03,Telecommunications,2.2
29-1141.03,Communications and Media,2.05
29-1141.03,Transportation,1.6
29-1141.04,Administration and Management,3.31
29-1141.04,Clerical,2.81
29-1141.04,Economics and Accounting,1.96
29-1141.04,Sales and Marketing,1.85
29-1141.04,Customer and Personal Service,4.23
29-1141.04,Personnel and Human Resources,2.73
29-1141.04,Production and Processing,1.96
29-1141.04,Food Production,1.12
29-1141.04,Computers and Electronics,3.08
29-1141.04,Engineering and Technology,1.85
29-1141.04,Design,1.85
29-1141.04,Building and Construction,1.08
29-1141.04,Mechanical,1.85
29-1141.04,Mathematics,3.69
29-1141.04,Physics,2.04
29-1141.04,Chemistry,2.96
29-1141.04,Biology,3.92
29-1141.04,Psychology,4.23
29-1141.04,Sociology and Anthropology,3.42
29-1141.04,Geography,1.6
29-1141.04,Medicine and Dentistry,4.77
29-1141.04,Therapy and Counseling,3.72
29-1141.04,Education and Training,4.77
29-1141.04,English Language,4.27
29-1141.04,Foreign Language,1.88
29-1141.04,Fine Arts,1.31
29-1141.04,History and Archeology,1.38
29-1141.04,Philosophy and Theology,3.08
29-1141.04,Public Safety and Security,2.81
29-1141.04,Law and Government,2.88
29-1141.04,Telecommunications,2.23
29-1141.04,Communications and Media,2.77
29-1141.04,Transportation,1.58
29-1151.00,Administration and Management,3
29-1151.00,Clerical,2.35
29-1151.00,Economics and Accounting,2.55
29-1151.00,Sales and Marketing,2
29-1151.00,Customer and Personal Service,3.9
29-1151.00,Personnel and Human Resources,2.84
29-1151.00,Production and Processing,2.03
29-1151.00,Food Production,1.19
29-1151.00,Computers and Electronics,2.87
29-1151.00,Engineering and Technology,2.43
29-1151.00,Design,1.6
29-1151.00,Building and Construction,1.24
29-1151.00,Mechanical,2.47
29-1151.00,Mathematics,3.83
29-1151.00,Physics,3.9
29-1151.00,Chemistry,4.2
29-1151.00,Biology,4.47
29-1151.00,Psychology,3.77
29-1151.00,Sociology and Anthropology,2.97
29-1151.00,Geography,1.37
29-1151.00,Medicine and Dentistry,4.77
29-1151.00,Therapy and Counseling,2.84
29-1151.00,Education and Training,3.53
29-1151.00,English Language,4.2
29-1151.00,Foreign Language,2
29-1151.00,Fine Arts,1.19
29-1151.00,History and Archeology,1.42
29-1151.00,Philosophy and Theology,2.39
29-1151.00,Public Safety and Security,2.87
29-1151.00,Law and Government,3.03
29-1151.00,Telecommunications,1.97
29-1151.00,Communications and Media,2.47
29-1151.00,Transportation,1.48
29-1161.00,Administration and Management,2.76
29-1161.00,Clerical,2.68
29-1161.00,Economics and Accounting,2
29-1161.00,Sales and Marketing,2.35
29-1161.00,Customer and Personal Service,4.25
29-1161.00,Personnel and Human Resources,2.36
29-1161.00,Production and Processing,1.47
29-1161.00,Food Production,1.17
29-1161.00,Computers and Electronics,2.81
29-1161.00,Engineering and Technology,1.51
29-1161.00,Design,1.24
29-1161.00,Building and Construction,1.08
29-1161.00,Mechanical,1.59
29-1161.00,Mathematics,2.89
29-1161.00,Physics,2.08
29-1161.00,Chemistry,2.86
29-1161.00,Biology,4.16
29-1161.00,Psychology,4.41
29-1161.00,Sociology and Anthropology,3.78
29-1161.00,Geography,1.43
29-1161.00,Medicine and Dentistry,4.89
29-1161.00,Therapy and Counseling,4.03
29-1161.00,Education and Training,3.73
29-1161.00,English Language,4.3
29-1161.00,Foreign Language,2.46
29-1161.00,Fine Arts,1.16
29-1161.00,History and Archeology,1.57
29-1161.00,Philosophy and Theology,2.62
29-1161.00,Public Safety and Security,2.97
29-1161.00,Law and Government,2.89
29-1161.00,Telecommunications,2.11
29-1161.00,Communications and Media,2.35
29-1161.00,Transportation,1.51
29-1171.00,Administration and Management,2.87
29-1171.00,Clerical,3.03
29-1171.00,Economics and Accounting,2.2
29-1171.00,Sales and Marketing,2
29-1171.00,Customer and Personal Service,4.3
29-1171.00,Personnel and Human Resources,2.67
29-1171.00,Production and Processing,2.03
29-1171.00,Food Production,1.23
29-1171.00,Computers and Electronics,3.4
29-1171.00,Engineering and Technology,1.77
29-1171.00,Design,1.47
29-1171.00,Building and Construction,1.17
29-1171.00,Mechanical,1.63
29-1171.00,Mathematics,3.5
29-1171.00,Physics,2.4
29-1171.00,Chemistry,3.17
29-1171.00,Biology,4.23
29-1171.00,Psychology,4.57
29-1171.00,Sociology and Anthropology,3.6
29-1171.00,Geography,1.6
29-1171.00,Medicine and Dentistry,4.9
29-1171.00,Therapy and Counseling,4.3
29-1171.00,Education and Training,3.62
29-1171.00,English Language,4.3
29-1171.00,Foreign Language,2.03
29-1171.00,Fine Arts,1.4
29-1171.00,History and Archeology,1.63
29-1171.00,Philosophy and Theology,3.07
29-1171.00,Public Safety and Security,3.03
29-1171.00,Law and Government,3.07
29-1171.00,Telecommunications,2.33
29-1171.00,Communications and Media,3
29-1171.00,Transportation,1.8
29-1181.00,Administration and Management,3.03
29-1181.00,Clerical,3.2
29-1181.00,Economics and Accounting,2.3
29-1181.00,Sales and Marketing,3.67
29-1181.00,Customer and Personal Service,4.43
29-1181.00,Personnel and Human Resources,2.27
29-1181.00,Production and Processing,1.9
29-1181.00,Food Production,1.07
29-1181.00,Computers and Electronics,3.57
29-1181.00,Engineering and Technology,2.33
29-1181.00,Design,1.43
29-1181.00,Building and Construction,1.17
29-1181.00,Mechanical,2.37
29-1181.00,Mathematics,2.66
29-1181.00,Physics,2.43
29-1181.00,Chemistry,1.77
29-1181.00,Biology,3.07
29-1181.00,Psychology,3.93
29-1181.00,Sociology and Anthropology,2.48
29-1181.00,Geography,1.14
29-1181.00,Medicine and Dentistry,3.76
29-1181.00,Therapy and Counseling,4.1
29-1181.00,Education and Training,3.31
29-1181.00,English Language,4.34
29-1181.00,Foreign Language,1.73
29-1181.00,Fine Arts,1.17
29-1181.00,History and Archeology,1.2
29-1181.00,Philosophy and Theology,1.43
29-1181.00,Public Safety and Security,2.1
29-1181.00,Law and Government,2.43
29-1181.00,Telecommunications,2.5
29-1181.00,Communications and Media,2.7
29-1181.00,Transportation,1.13
29-1199.01,Administration and Management,2.67
29-1199.01,Clerical,2.48
29-1199.01,Economics and Accounting,2.5
29-1199.01,Sales and Marketing,3.01
29-1199.01,Customer and Personal Service,4.17
29-1199.01,Personnel and Human Resources,2.16
29-1199.01,Production and Processing,1.79
29-1199.01,Food Production,2
29-1199.01,Computers and Electronics,2.28
29-1199.01,Engineering and Technology,1.62
29-1199.01,Design,1.64
29-1199.01,Building and Construction,1.6
29-1199.01,Mechanical,1.64
29-1199.01,Mathematics,2.16
29-1199.01,Physics,1.74
29-1199.01,Chemistry,2.22
29-1199.01,Biology,3.45
29-1199.01,Psychology,3.96
29-1199.01,Sociology and Anthropology,2.89
29-1199.01,Geography,1.26
29-1199.01,Medicine and Dentistry,4.55
29-1199.01,Therapy and Counseling,3.97
29-1199.01,Education and Training,2.95
29-1199.01,English Language,3.82
29-1199.01,Foreign Language,1.82
29-1199.01,Fine Arts,1.19
29-1199.01,History and Archeology,1.63
29-1199.01,Philosophy and Theology,2.8
29-1199.01,Public Safety and Security,2.26
29-1199.01,Law and Government,2.29
29-1199.01,Telecommunications,1.77
29-1199.01,Communications and Media,2.37
29-1199.01,Transportation,1.54
29-1199.04,Administration and Management,3.48
29-1199.04,Clerical,3.43
29-1199.04,Economics and Accounting,2.81
29-1199.04,Sales and Marketing,3.14
29-1199.04,Customer and Personal Service,4.05
29-1199.04,Personnel and Human Resources,2.5
29-1199.04,Production and Processing,1.48
29-1199.04,Food Production,1.76
29-1199.04,Computers and Electronics,2.76
29-1199.04,Engineering and Technology,1.33
29-1199.04,Design,1.05
29-1199.04,Building and Construction,1.1
29-1199.04,Mechanical,1.33
29-1199.04,Mathematics,2.81
29-1199.04,Physics,1.95
29-1199.04,Chemistry,3.33
29-1199.04,Biology,4.26
29-1199.04,Psychology,4.7
29-1199.04,Sociology and Anthropology,3.15
29-1199.04,Geography,1.35
29-1199.04,Medicine and Dentistry,4.95
29-1199.04,Therapy and Counseling,4.48
29-1199.04,Education and Training,3.14
29-1199.04,English Language,3.86
29-1199.04,Foreign Language,1.24
29-1199.04,Fine Arts,1.05
29-1199.04,History and Archeology,1.33
29-1199.04,Philosophy and Theology,2.57
29-1199.04,Public Safety and Security,2.43
29-1199.04,Law and Government,2.55
29-1199.04,Telecommunications,1.9
29-1199.04,Communications and Media,2.43
29-1199.04,Transportation,1.1
29-1199.05,Administration and Management,2.25
29-1199.05,Clerical,2.75
29-1199.05,Economics and Accounting,1.75
29-1199.05,Sales and Marketing,1.55
29-1199.05,Customer and Personal Service,3.79
29-1199.05,Personnel and Human Resources,2.37
29-1199.05,Production and Processing,1.68
29-1199.05,Food Production,1
29-1199.05,Computers and Electronics,2.8
29-1199.05,Engineering and Technology,1.55
29-1199.05,Design,1.45
29-1199.05,Building and Construction,1.15
29-1199.05,Mechanical,2
29-1199.05,Mathematics,3.33
29-1199.05,Physics,2.42
29-1199.05,Chemistry,2.11
29-1199.05,Biology,3.15
29-1199.05,Psychology,3.25
29-1199.05,Sociology and Anthropology,2.15
29-1199.05,Geography,1.3
29-1199.05,Medicine and Dentistry,4.63
29-1199.05,Therapy and Counseling,3.05
29-1199.05,Education and Training,3.5
29-1199.05,English Language,4.21
29-1199.05,Foreign Language,2.45
29-1199.05,Fine Arts,1.1
29-1199.05,History and Archeology,1.1
29-1199.05,Philosophy and Theology,1.5
29-1199.05,Public Safety and Security,2.5
29-1199.05,Law and Government,2.15
29-1199.05,Telecommunications,1.5
29-1199.05,Communications and Media,2.22
29-1199.05,Transportation,1.37
29-2011.00,Administration and Management,2.47
29-2011.00,Clerical,3.02
29-2011.00,Economics and Accounting,1.62
29-2011.00,Sales and Marketing,1.4
29-2011.00,Customer and Personal Service,3.86
29-2011.00,Personnel and Human Resources,2.43
29-2011.00,Production and Processing,2.63
29-2011.00,Food Production,1.16
29-2011.00,Computers and Electronics,2.87
29-2011.00,Engineering and Technology,2.32
29-2011.00,Design,1.54
29-2011.00,Building and Construction,1.07
29-2011.00,Mechanical,3.26
29-2011.00,Mathematics,3.18
29-2011.00,Physics,1.74
29-2011.00,Chemistry,3.79
29-2011.00,Biology,3.91
29-2011.00,Psychology,2.06
29-2011.00,Sociology and Anthropology,1.83
29-2011.00,Geography,1.42
29-2011.00,Medicine and Dentistry,3.93
29-2011.00,Therapy and Counseling,1.74
29-2011.00,Education and Training,2.99
29-2011.00,English Language,3.78
29-2011.00,Foreign Language,1.52
29-2011.00,Fine Arts,1.08
29-2011.00,History and Archeology,1.32
29-2011.00,Philosophy and Theology,1.58
29-2011.00,Public Safety and Security,2.38
29-2011.00,Law and Government,2.27
29-2011.00,Telecommunications,1.91
29-2011.00,Communications and Media,2.37
29-2011.00,Transportation,1.6
29-2011.01,Administration and Management,2.31
29-2011.01,Clerical,2.35
29-2011.01,Economics and Accounting,1.5
29-2011.01,Sales and Marketing,1.38
29-2011.01,Customer and Personal Service,2.31
29-2011.01,Personnel and Human Resources,1.85
29-2011.01,Production and Processing,2.23
29-2011.01,Food Production,1
29-2011.01,Computers and Electronics,2.88
29-2011.01,Engineering and Technology,1.54
29-2011.01,Design,1.27
29-2011.01,Building and Construction,1
29-2011.01,Mechanical,1.77
29-2011.01,Mathematics,2.42
29-2011.01,Physics,1.46
29-2011.01,Chemistry,3.12
29-2011.01,Biology,3.84
29-2011.01,Psychology,1.64
29-2011.01,Sociology and Anthropology,1.4
29-2011.01,Geography,1.12
29-2011.01,Medicine and Dentistry,2.62
29-2011.01,Therapy and Counseling,1.38
29-2011.01,Education and Training,2.69
29-2011.01,English Language,3.31
29-2011.01,Foreign Language,1
29-2011.01,Fine Arts,1
29-2011.01,History and Archeology,1.08
29-2011.01,Philosophy and Theology,1.12
29-2011.01,Public Safety and Security,2.23
29-2011.01,Law and Government,1.77
29-2011.01,Telecommunications,1.62
29-2011.01,Communications and Media,1.84
29-2011.01,Transportation,1.15
29-2011.02,Administration and Management,2.77
29-2011.02,Clerical,2.85
29-2011.02,Economics and Accounting,1.58
29-2011.02,Sales and Marketing,1.69
29-2011.02,Customer and Personal Service,2.64
29-2011.02,Personnel and Human Resources,2.35
29-2011.02,Production and Processing,2.5
29-2011.02,Food Production,1.08
29-2011.02,Computers and Electronics,2.69
29-2011.02,Engineering and Technology,1.46
29-2011.02,Design,1.23
29-2011.02,Building and Construction,1
29-2011.02,Mechanical,1.73
29-2011.02,Mathematics,2.19
29-2011.02,Physics,1.42
29-2011.02,Chemistry,2.77
29-2011.02,Biology,4.04
29-2011.02,Psychology,1.69
29-2011.02,Sociology and Anthropology,1.46
29-2011.02,Geography,1.12
29-2011.02,Medicine and Dentistry,3.77
29-2011.02,Therapy and Counseling,1.35
29-2011.02,Education and Training,2.81
29-2011.02,English Language,3.65
29-2011.02,Foreign Language,1.15
29-2011.02,Fine Arts,1.04
29-2011.02,History and Archeology,1.12
29-2011.02,Philosophy and Theology,1.19
29-2011.02,Public Safety and Security,2.15
29-2011.02,Law and Government,2
29-2011.02,Telecommunications,1.5
29-2011.02,Communications and Media,1.73
29-2011.02,Transportation,1.35
29-2011.03,Administration and Management,3.02
29-2011.03,Clerical,2.8
29-2011.03,Economics and Accounting,1.68
29-2011.03,Sales and Marketing,1.52
29-2011.03,Customer and Personal Service,3.28
29-2011.03,Personnel and Human Resources,2.26
29-2011.03,Production and Processing,2.74
29-2011.03,Food Production,1
29-2011.03,Computers and Electronics,2.68
29-2011.03,Engineering and Technology,1.92
29-2011.03,Design,1.42
29-2011.03,Building and Construction,1.1
29-2011.03,Mechanical,2.35
29-2011.03,Mathematics,3
29-2011.03,Physics,1.55
29-2011.03,Chemistry,3.72
29-2011.03,Biology,3.88
29-2011.03,Psychology,1.58
29-2011.03,Sociology and Anthropology,1.33
29-2011.03,Geography,1.02
29-2011.03,Medicine and Dentistry,2.65
29-2011.03,Therapy and Counseling,1.18
29-2011.03,Education and Training,2.85
29-2011.03,English Language,3.28
29-2011.03,Foreign Language,1.08
29-2011.03,Fine Arts,1.08
29-2011.03,History and Archeology,1.05
29-2011.03,Philosophy and Theology,1.02
29-2011.03,Public Safety and Security,2.34
29-2011.03,Law and Government,1.92
29-2011.03,Telecommunications,1.52
29-2011.03,Communications and Media,1.54
29-2011.03,Transportation,1.38
29-2012.00,Administration and Management,2.21
29-2012.00,Clerical,3.34
29-2012.00,Economics and Accounting,1.45
29-2012.00,Sales and Marketing,1.29
29-2012.00,Customer and Personal Service,3.49
29-2012.00,Personnel and Human Resources,1.78
29-2012.00,Production and Processing,2.9
29-2012.00,Food Production,1.07
29-2012.00,Computers and Electronics,2.91
29-2012.00,Engineering and Technology,2.19
29-2012.00,Design,1.12
29-2012.00,Building and Construction,1
29-2012.00,Mechanical,2.53
29-2012.00,Mathematics,3.5
29-2012.00,Physics,2.16
29-2012.00,Chemistry,3.73
29-2012.00,Biology,3.73
29-2012.00,Psychology,2.01
29-2012.00,Sociology and Anthropology,1.68
29-2012.00,Geography,1.09
29-2012.00,Medicine and Dentistry,3.27
29-2012.00,Therapy and Counseling,1.58
29-2012.00,Education and Training,2.98
29-2012.00,English Language,3.59
29-2012.00,Foreign Language,1.59
29-2012.00,Fine Arts,1
29-2012.00,History and Archeology,1.06
29-2012.00,Philosophy and Theology,1.48
29-2012.00,Public Safety and Security,3.44
29-2012.00,Law and Government,2.55
29-2012.00,Telecommunications,2.17
29-2012.00,Communications and Media,1.89
29-2012.00,Transportation,1.72
29-2021.00,Administration and Management,2.6
29-2021.00,Clerical,2.6
29-2021.00,Economics and Accounting,1.71
29-2021.00,Sales and Marketing,3.11
29-2021.00,Customer and Personal Service,4.39
29-2021.00,Personnel and Human Resources,1.99
29-2021.00,Production and Processing,2.14
29-2021.00,Food Production,1.08
29-2021.00,Computers and Electronics,2.92
29-2021.00,Engineering and Technology,1.77
29-2021.00,Design,1.28
29-2021.00,Building and Construction,1.01
29-2021.00,Mechanical,2.05
29-2021.00,Mathematics,2.06
29-2021.00,Physics,1.89
29-2021.00,Chemistry,2.71
29-2021.00,Biology,3.4
